State,year,month,tavg,pcp
Alabama,1985,1,37.2,3.9
Alabama,1985,2,45.5,6.43
Alabama,1985,3,58.7,2.49
Alabama,1985,4,64.0,2.93
Alabama,1985,5,70.6,4.11
Alabama,1985,6,77.5,3.87
Alabama,1985,7,78.5,7.17
Alabama,1985,8,78.4,4.79
Alabama,1985,9,72.7,3.15
Alabama,1985,10,67.6,6.0
Alabama,1985,11,61.2,2.91
Alabama,1985,12,41.6,3.56
Alabama,1986,1,43.1,2.13
Alabama,1986,2,51.5,3.76
Alabama,1986,3,55.4,4.48
Alabama,1986,4,62.5,0.72
Alabama,1986,5,71.4,4.97
Alabama,1986,6,79.0,2.68
Alabama,1986,7,82.3,3.89
Alabama,1986,8,78.4,4.42
Alabama,1986,9,76.4,3.83
Alabama,1986,10,64.4,4.3
Alabama,1986,11,58.8,8.86
Alabama,1986,12,45.9,3.73
Alabama,1987,1,43.0,6.09
Alabama,1987,2,48.2,7.27
Alabama,1987,3,55.7,4.97
Alabama,1987,4,60.2,0.92
Alabama,1987,5,73.4,4.44
Alabama,1987,6,77.0,5.89
Alabama,1987,7,80.2,3.29
Alabama,1987,8,81.3,3.71
Alabama,1987,9,73.6,2.94
Alabama,1987,10,57.8,0.59
Alabama,1987,11,55.7,4.04
Alabama,1987,12,50.4,3.98
Alabama,1988,1,40.7,5.38
Alabama,1988,2,45.4,3.91
Alabama,1988,3,54.3,4.06
Alabama,1988,4,62.8,3.99
Alabama,1988,5,68.3,1.73
Alabama,1988,6,77.1,1.23
Alabama,1988,7,78.9,6.66
Alabama,1988,8,80.4,3.42
Alabama,1988,9,74.5,9.15
Alabama,1988,10,59.2,3.19
Alabama,1988,11,56.5,5.41
Alabama,1988,12,46.8,2.97
Alabama,1989,1,50.6,4.49
Alabama,1989,2,48.1,4.31
Alabama,1989,3,57.3,6.51
Alabama,1989,4,61.1,4.43
Alabama,1989,5,68.6,4.54
Alabama,1989,6,76.0,10.94
Alabama,1989,7,78.6,7.76
Alabama,1989,8,78.6,2.44
Alabama,1989,9,72.9,4.8
Alabama,1989,10,62.3,3.03
Alabama,1989,11,54.0,6.06
Alabama,1989,12,38.3,5.89
Alabama,1990,1,49.8,8.44
Alabama,1990,2,54.7,8.57
Alabama,1990,3,58.1,8.96
Alabama,1990,4,61.4,3.39
Alabama,1990,5,69.4,4.95
Alabama,1990,6,77.6,2.93
Alabama,1990,7,79.5,3.75
Alabama,1990,8,80.9,1.92
Alabama,1990,9,76.3,1.9
Alabama,1990,10,64.0,2.66
Alabama,1990,11,56.4,2.94
Alabama,1990,12,50.9,6.46
Alabama,1991,1,45.8,7.33
Alabama,1991,2,50.4,5.22
Alabama,1991,3,56.9,7.05
Alabama,1991,4,65.9,6.85
Alabama,1991,5,73.2,9.57
Alabama,1991,6,76.8,4.95
Alabama,1991,7,80.5,4.46
Alabama,1991,8,78.8,3.93
Alabama,1991,9,74.4,3.27
Alabama,1991,10,64.6,0.91
Alabama,1991,11,50.4,4.37
Alabama,1991,12,49.8,5.34
Alabama,1992,1,44.1,6.12
Alabama,1992,2,51.4,5.99
Alabama,1992,3,54.9,4.03
Alabama,1992,4,61.5,2.91
Alabama,1992,5,68.0,1.95
Alabama,1992,6,74.9,5.44
Alabama,1992,7,79.9,6.07
Alabama,1992,8,75.8,5.87
Alabama,1992,9,73.4,3.61
Alabama,1992,10,61.9,2.59
Alabama,1992,11,52.4,9.48
Alabama,1992,12,47.1,5.73
Alabama,1993,1,48.8,6.21
Alabama,1993,2,46.2,3.72
Alabama,1993,3,51.7,6.59
Alabama,1993,4,58.7,3.26
Alabama,1993,5,68.8,3.8
Alabama,1993,6,77.6,3.39
Alabama,1993,7,82.2,2.88
Alabama,1993,8,80.1,4.72
Alabama,1993,9,74.0,3.83
Alabama,1993,10,62.8,3.71
Alabama,1993,11,51.7,3.88
Alabama,1993,12,45.3,4.29
Alabama,1994,1,40.8,5.31
Alabama,1994,2,50.3,5.08
Alabama,1994,3,55.7,7.25
Alabama,1994,4,64.7,4.4
Alabama,1994,5,68.4,3.2
Alabama,1994,6,77.8,7.0
Alabama,1994,7,77.6,9.43
Alabama,1994,8,77.2,2.91
Alabama,1994,9,72.2,3.61
Alabama,1994,10,64.0,4.97
Alabama,1994,11,58.0,3.5
Alabama,1994,12,49.9,3.67
Alabama,1995,1,45.4,4.83
Alabama,1995,2,47.6,5.65
Alabama,1995,3,58.2,5.42
Alabama,1995,4,63.2,5.07
Alabama,1995,5,72.1,3.32
Alabama,1995,6,75.2,3.36
Alabama,1995,7,81.1,3.87
Alabama,1995,8,81.9,4.79
Alabama,1995,9,73.7,3.09
Alabama,1995,10,63.6,9.3
Alabama,1995,11,49.7,5.8
Alabama,1995,12,44.7,5.07
Alabama,1996,1,43.5,7.4
Alabama,1996,2,47.3,4.07
Alabama,1996,3,50.9,8.45
Alabama,1996,4,60.0,4.65
Alabama,1996,5,73.0,2.56
Alabama,1996,6,76.7,3.38
Alabama,1996,7,79.6,6.63
Alabama,1996,8,77.9,4.7
Alabama,1996,9,72.1,5.71
Alabama,1996,10,62.7,2.38
Alabama,1996,11,52.7,3.46
Alabama,1996,12,49.1,4.94
Alabama,1997,1,45.9,6.47
Alabama,1997,2,50.8,6.16
Alabama,1997,3,61.2,3.87
Alabama,1997,4,58.8,6.03
Alabama,1997,5,67.2,5.39
Alabama,1997,6,74.0,7.91
Alabama,1997,7,80.1,5.33
Alabama,1997,8,77.7,2.88
Alabama,1997,9,74.8,3.3
Alabama,1997,10,63.1,5.1
Alabama,1997,11,50.0,5.7
Alabama,1997,12,44.8,4.82
Alabama,1998,1,47.8,8.14
Alabama,1998,2,49.2,7.29
Alabama,1998,3,53.4,6.2
Alabama,1998,4,61.6,5.39
Alabama,1998,5,73.6,2.28
Alabama,1998,6,80.7,3.22
Alabama,1998,7,81.8,6.07
Alabama,1998,8,79.9,3.44
Alabama,1998,9,77.4,8.29
Alabama,1998,10,66.8,1.37
Alabama,1998,11,57.9,3.3
Alabama,1998,12,51.4,4.27
Alabama,1999,1,49.4,7.94
Alabama,1999,2,51.8,2.55
Alabama,1999,3,52.8,5.65
Alabama,1999,4,67.1,2.57
Alabama,1999,5,69.5,4.11
Alabama,1999,6,76.7,8.31
Alabama,1999,7,80.5,4.63
Alabama,1999,8,81.8,2.02
Alabama,1999,9,73.3,1.91
Alabama,1999,10,63.6,3.39
Alabama,1999,11,56.2,2.61
Alabama,1999,12,47.0,3.32
Alabama,2000,1,46.5,4.69
Alabama,2000,2,52.3,1.99
Alabama,2000,3,58.9,5.05
Alabama,2000,4,60.1,4.83
Alabama,2000,5,74.0,1.32
Alabama,2000,6,77.6,3.71
Alabama,2000,7,81.9,2.26
Alabama,2000,8,81.0,2.36
Alabama,2000,9,73.9,3.49
Alabama,2000,10,64.6,0.8
Alabama,2000,11,52.8,7.7
Alabama,2000,12,39.2,4.29
Alabama,2001,1,41.2,4.69
Alabama,2001,2,52.6,4.11
Alabama,2001,3,51.4,10.11
Alabama,2001,4,64.7,3.88
Alabama,2001,5,70.6,4.03
Alabama,2001,6,75.8,7.15
Alabama,2001,7,79.7,3.95
Alabama,2001,8,78.5,5.48
Alabama,2001,9,71.9,4.8
Alabama,2001,10,60.6,3.27
Alabama,2001,11,58.8,3.43
Alabama,2001,12,50.6,4.14
Alabama,2002,1,46.8,5.11
Alabama,2002,2,46.0,2.99
Alabama,2002,3,55.0,5.79
Alabama,2002,4,66.4,2.19
Alabama,2002,5,70.2,4.09
Alabama,2002,6,77.2,3.77
Alabama,2002,7,80.3,5.38
Alabama,2002,8,79.7,3.24
Alabama,2002,9,77.3,7.57
Alabama,2002,10,67.8,5.58
Alabama,2002,11,51.0,4.88
Alabama,2002,12,45.2,6.54
Alabama,2003,1,40.0,2.33
Alabama,2003,2,48.0,6.76
Alabama,2003,3,57.6,4.67
Alabama,2003,4,63.3,6.41
Alabama,2003,5,71.6,8.49
Alabama,2003,6,75.6,8.17
Alabama,2003,7,78.5,7.74
Alabama,2003,8,79.4,5.7
Alabama,2003,9,73.1,3.7
Alabama,2003,10,63.5,1.61
Alabama,2003,11,58.2,4.67
Alabama,2003,12,44.0,3.47
Alabama,2004,1,44.2,3.27
Alabama,2004,2,45.4,7.06
Alabama,2004,3,59.0,2.28
Alabama,2004,4,61.2,3.37
Alabama,2004,5,72.7,4.0
Alabama,2004,6,76.8,7.53
Alabama,2004,7,79.2,4.43
Alabama,2004,8,76.3,4.48
Alabama,2004,9,73.8,6.63
Alabama,2004,10,68.5,3.87
Alabama,2004,11,57.8,8.12
Alabama,2004,12,45.1,4.84
Alabama,2005,1,49.2,2.86
Alabama,2005,2,51.2,4.96
Alabama,2005,3,53.5,5.85
Alabama,2005,4,61.0,7.6
Alabama,2005,5,68.3,2.8
Alabama,2005,6,76.7,6.37
Alabama,2005,7,80.4,9.19
Alabama,2005,8,80.5,6.01
Alabama,2005,9,76.9,3.29
Alabama,2005,10,63.8,0.61
Alabama,2005,11,55.8,3.59
Alabama,2005,12,43.4,3.95
Alabama,2006,1,51.1,5.23
Alabama,2006,2,46.1,5.05
Alabama,2006,3,56.1,2.97
Alabama,2006,4,67.5,3.07
Alabama,2006,5,70.4,4.41
Alabama,2006,6,78.1,2.01
Alabama,2006,7,81.9,3.33
Alabama,2006,8,82.3,3.91
Alabama,2006,9,72.8,3.53
Alabama,2006,10,61.9,5.13
Alabama,2006,11,52.8,4.84
Alabama,2006,12,49.4,4.06
Alabama,2007,1,46.7,4.34
Alabama,2007,2,44.8,2.64
Alabama,2007,3,60.0,1.56
Alabama,2007,4,60.0,3.91
Alabama,2007,5,71.2,0.73
Alabama,2007,6,78.8,2.78
Alabama,2007,7,79.2,5.2
Alabama,2007,8,84.4,2.67
Alabama,2007,9,76.0,3.11
Alabama,2007,10,66.5,3.92
Alabama,2007,11,53.6,2.75
Alabama,2007,12,51.6,4.25
Alabama,2008,1,43.0,4.09
Alabama,2008,2,49.2,5.79
Alabama,2008,3,55.2,4.01
Alabama,2008,4,62.8,4.53
Alabama,2008,5,70.3,4.43
Alabama,2008,6,78.7,2.69
Alabama,2008,7,80.0,4.04
Alabama,2008,8,78.4,8.89
Alabama,2008,9,74.5,1.65
Alabama,2008,10,62.2,3.02
Alabama,2008,11,51.0,3.15
Alabama,2008,12,49.7,6.78
Alabama,2009,1,45.3,4.42
Alabama,2009,2,48.2,3.85
Alabama,2009,3,57.3,8.98
Alabama,2009,4,61.4,4.45
Alabama,2009,5,71.2,8.51
Alabama,2009,6,79.4,2.71
Alabama,2009,7,78.1,5.59
Alabama,2009,8,78.0,5.49
Alabama,2009,9,75.0,7.57
Alabama,2009,10,62.8,7.18
Alabama,2009,11,53.4,4.39
Alabama,2009,12,44.8,10.63
Alabama,2010,1,40.0,6.21
Alabama,2010,2,40.6,4.22
Alabama,2010,3,51.2,5.07
Alabama,2010,4,64.2,2.82
Alabama,2010,5,73.3,6.15
Alabama,2010,6,80.9,3.26
Alabama,2010,7,82.6,3.5
Alabama,2010,8,83.0,4.83
Alabama,2010,9,76.9,1.61
Alabama,2010,10,64.3,2.59
Alabama,2010,11,55.2,4.73
Alabama,2010,12,40.3,2.2
Alabama,2011,1,41.1,4.03
Alabama,2011,2,49.5,3.49
Alabama,2011,3,57.8,8.18
Alabama,2011,4,65.7,5.08
Alabama,2011,5,69.9,1.64
Alabama,2011,6,81.2,3.55
Alabama,2011,7,81.7,5.52
Alabama,2011,8,81.8,2.05
Alabama,2011,9,72.1,7.21
Alabama,2011,10,60.6,0.79
Alabama,2011,11,55.3,4.13
Alabama,2011,12,49.3,5.04
Alabama,2012,1,50.1,5.44
Alabama,2012,2,52.1,4.49
Alabama,2012,3,64.6,5.35
Alabama,2012,4,65.0,1.89
Alabama,2012,5,73.4,4.16
Alabama,2012,6,76.8,4.0
Alabama,2012,7,81.6,5.75
Alabama,2012,8,78.1,6.07
Alabama,2012,9,73.0,5.35
Alabama,2012,10,62.2,2.91
Alabama,2012,11,51.2,1.36
Alabama,2012,12,50.9,6.61
Alabama,2013,1,50.0,6.27
Alabama,2013,2,48.0,8.86
Alabama,2013,3,49.8,3.83
Alabama,2013,4,62.2,5.71
Alabama,2013,5,68.2,4.0
Alabama,2013,6,78.0,5.81
Alabama,2013,7,77.7,8.7
Alabama,2013,8,77.9,5.5
Alabama,2013,9,75.0,3.2
Alabama,2013,10,64.9,1.47
Alabama,2013,11,51.6,3.42
Alabama,2013,12,47.9,7.93
Alabama,2014,1,37.3,2.7
Alabama,2014,2,47.3,5.75
Alabama,2014,3,52.3,5.57
Alabama,2014,4,62.4,9.67
Alabama,2014,5,70.2,4.27
Alabama,2014,6,77.9,5.23
Alabama,2014,7,77.8,3.36
Alabama,2014,8,79.5,3.25
Alabama,2014,9,76.3,2.51
Alabama,2014,10,65.2,4.38
Alabama,2014,11,48.2,2.98
Alabama,2014,12,50.0,6.36
Alabama,2015,1,43.6,4.34
Alabama,2015,2,41.3,4.05
Alabama,2015,3,57.8,4.28
Alabama,2015,4,66.0,7.14
Alabama,2015,5,71.8,4.32
Alabama,2015,6,78.8,3.27
Alabama,2015,7,81.6,4.71
Alabama,2015,8,79.0,4.94
Alabama,2015,9,74.4,2.71
Alabama,2015,10,65.0,2.93
Alabama,2015,11,59.2,6.8
Alabama,2015,12,56.9,11.87
Alabama,2016,1,43.0,4.06
Alabama,2016,2,49.8,5.85
Alabama,2016,3,59.7,5.42
Alabama,2016,4,63.6,5.68
Alabama,2016,5,70.2,2.14
Alabama,2016,6,79.2,3.81
Alabama,2016,7,82.0,4.27
Alabama,2016,8,81.6,4.58
Alabama,2016,9,78.6,1.72
Alabama,2016,10,68.5,0.13
Alabama,2016,11,57.8,2.3
Alabama,2016,12,50.1,5.05
Alabama,2017,1,52.4,9.17
Alabama,2017,2,55.6,3.7
Alabama,2017,3,58.4,4.17
Alabama,2017,4,67.2,4.09
Alabama,2017,5,69.9,7.01
Alabama,2017,6,75.8,10.7
Alabama,2017,7,80.6,5.06
Alabama,2017,8,78.8,6.07
Alabama,2017,9,73.4,3.25
Alabama,2017,10,65.8,6.03
Alabama,2017,11,55.6,1.05
Alabama,2017,12,46.9,3.89
Alabama,2018,1,40.4,2.32
Alabama,2018,2,58.0,7.27
Alabama,2018,3,55.4,4.14
Alabama,2018,4,59.5,5.94
Alabama,2018,5,74.4,5.52
Alabama,2018,6,79.3,4.58
Alabama,2018,7,80.7,4.46
Alabama,2018,8,79.5,5.03
Alabama,2018,9,79.4,6.21
Alabama,2018,10,67.4,2.69
Alabama,2018,11,50.4,6.29
Alabama,2018,12,49.0,9.95
Alabama,2019,1,46.5,6.01
Alabama,2019,2,56.1,6.21
Alabama,2019,3,55.0,3.4
Alabama,2019,4,63.5,6.24
Alabama,2019,5,74.2,3.59
Alabama,2019,6,78.1,4.47
Alabama,2019,7,80.6,4.02
Alabama,2019,8,80.6,4.99
Alabama,2019,9,80.2,0.41
Alabama,2019,10,67.8,7.12
Alabama,2019,11,50.6,3.24
Alabama,2019,12,51.3,6.6
Alabama,2020,1,49.5,7.44
Alabama,2020,2,51.0,10.37
Alabama,2020,3,63.5,6.18
Alabama,2020,4,62.0,7.1
Alabama,2020,5,68.9,3.64
Alabama,2020,6,76.9,5.16
Alabama,2020,7,80.9,5.3
Alabama,2020,8,80.2,5.78
Alabama,2020,9,74.3,6.0
Alabama,2020,10,66.9,5.11
Alabama,2020,11,58.4,2.75
Alabama,2020,12,45.9,3.84
Alabama,2021,1,46.6,3.72
Alabama,2021,2,46.7,4.22
Alabama,2021,3,59.6,8.05
Alabama,2021,4,61.6,5.55
Alabama,2021,5,69.4,4.69
Alabama,2021,6,77.0,8.73
Alabama,2021,7,79.3,7.49
Alabama,2021,8,80.0,7.43
Alabama,2021,9,73.9,4.83
Alabama,2021,10,67.3,4.6
Alabama,2021,11,52.2,1.19
Alabama,2021,12,56.8,4.66
Alabama,2022,1,43.9,4.83
Alabama,2022,2,50.1,5.66
Alabama,2022,3,57.4,7.15
Alabama,2022,4,62.6,5.56
Alabama,2022,5,73.5,5.0
Alabama,2022,6,80.4,3.3
Alabama,2022,7,81.7,5.71
Alabama,2022,8,79.3,6.41
Alabama,2022,9,73.7,2.23
Alabama,2022,10,61.2,2.71
Alabama,2022,11,55.3,4.83
Alabama,2022,12,49.1,4.46
Alabama,2023,1,51.4,6.94
Alabama,2023,2,56.5,4.4
Alabama,2023,3,58.7,5.39
Alabama,2023,4,63.3,5.42
Alabama,2023,5,70.3,3.7
Alabama,2023,6,76.6,5.66
Alabama,2023,7,81.0,5.61
Alabama,2023,8,82.1,4.0
Alabama,2023,9,75.7,2.07
Alabama,2023,10,65.2,1.45
Alabama,2023,11,54.5,2.77
Alabama,2023,12,48.8,3.71
Alabama,2024,1,43.3,7.59
Alabama,2024,2,52.7,4.21
Alabama,2024,3,58.0,6.86
Alabama,2024,4,64.2,3.98
Alabama,2024,5,74.0,6.19
Alabama,2024,6,79.1,3.48
Alabama,2024,7,81.4,6.81
Alabama,2024,8,81.0,1.38
Alabama,2024,9,75.5,6.64
Alabama,2024,10,66.4,0.24
Alabama,2024,11,61.2,3.9
Alabama,2024,12,48.4,5.14
Arizona,1985,1,40.4,1.54
Arizona,1985,2,42.6,0.97
Arizona,1985,3,49.4,1.1
Arizona,1985,4,60.0,1.03
Arizona,1985,5,66.7,0.17
Arizona,1985,6,76.9,0.13
Arizona,1985,7,80.7,1.89
Arizona,1985,8,78.8,0.97
Arizona,1985,9,67.7,1.87
Arizona,1985,10,60.7,1.51
Arizona,1985,11,47.7,2.33
Arizona,1985,12,43.0,0.39
Arizona,1986,1,47.5,0.21
Arizona,1986,2,47.8,1.35
Arizona,1986,3,54.2,1.7
Arizona,1986,4,58.5,0.36
Arizona,1986,5,66.6,0.28
Arizona,1986,6,76.6,0.41
Arizona,1986,7,77.6,2.02
Arizona,1986,8,79.4,2.48
Arizona,1986,9,68.0,1.19
Arizona,1986,10,58.6,1.22
Arizona,1986,11,50.0,1.2
Arizona,1986,12,42.1,1.45
Arizona,1987,1,39.9,1.03
Arizona,1987,2,44.3,1.51
Arizona,1987,3,47.4,0.75
Arizona,1987,4,60.6,0.37
Arizona,1987,5,65.1,0.63
Arizona,1987,6,76.3,0.35
Arizona,1987,7,77.6,1.25
Arizona,1987,8,77.0,2.05
Arizona,1987,9,71.3,0.74
Arizona,1987,10,64.8,1.54
Arizona,1987,11,48.4,1.62
Arizona,1987,12,39.1,1.44
Arizona,1988,1,40.3,1.16
Arizona,1988,2,47.2,0.89
Arizona,1988,3,50.3,0.12
Arizona,1988,4,57.1,2.04
Arizona,1988,5,65.4,0.09
Arizona,1988,6,76.2,0.55
Arizona,1988,7,80.9,1.61
Arizona,1988,8,77.4,3.61
Arizona,1988,9,70.4,0.52
Arizona,1988,10,66.2,0.94
Arizona,1988,11,50.0,0.72
Arizona,1988,12,41.0,0.39
Arizona,1989,1,39.4,1.49
Arizona,1989,2,45.8,0.34
Arizona,1989,3,55.5,0.77
Arizona,1989,4,64.0,0.01
Arizona,1989,5,67.7,0.24
Arizona,1989,6,75.6,0.03
Arizona,1989,7,81.7,1.57
Arizona,1989,8,77.3,1.61
Arizona,1989,9,73.1,0.24
Arizona,1989,10,61.1,0.94
Arizona,1989,11,51.1,0.05
Arizona,1989,12,42.4,0.38
Arizona,1990,1,40.8,0.96
Arizona,1990,2,42.7,1.07
Arizona,1990,3,52.0,0.73
Arizona,1990,4,59.8,0.69
Arizona,1990,5,64.9,0.4
Arizona,1990,6,78.3,0.28
Arizona,1990,7,79.3,2.93
Arizona,1990,8,76.0,2.3
Arizona,1990,9,73.1,2.08
Arizona,1990,10,62.0,0.48
Arizona,1990,11,50.3,0.8
Arizona,1990,12,37.4,1.36
Arizona,1991,1,40.7,1.12
Arizona,1991,2,49.2,0.89
Arizona,1991,3,45.8,3.07
Arizona,1991,4,55.5,0.01
Arizona,1991,5,63.2,0.08
Arizona,1991,6,71.6,0.31
Arizona,1991,7,79.3,0.9
Arizona,1991,8,78.5,1.62
Arizona,1991,9,72.3,1.12
Arizona,1991,10,64.1,0.59
Arizona,1991,11,49.0,1.22
Arizona,1991,12,41.8,1.98
Arizona,1992,1,39.6,1.32
Arizona,1992,2,47.1,1.93
Arizona,1992,3,50.2,2.91
Arizona,1992,4,61.2,0.36
Arizona,1992,5,66.7,1.64
Arizona,1992,6,73.5,0.21
Arizona,1992,7,78.1,1.72
Arizona,1992,8,77.5,3.25
Arizona,1992,9,73.3,0.53
Arizona,1992,10,63.8,0.91
Arizona,1992,11,45.7,0.14
Arizona,1992,12,38.4,3.23
Arizona,1993,1,43.5,5.22
Arizona,1993,2,44.5,3.17
Arizona,1993,3,51.8,1.15
Arizona,1993,4,58.6,0.05
Arizona,1993,5,67.3,0.41
Arizona,1993,6,74.2,0.14
Arizona,1993,7,78.3,0.35
Arizona,1993,8,77.5,2.88
Arizona,1993,9,71.8,0.35
Arizona,1993,10,61.0,1.24
Arizona,1993,11,47.2,1.52
Arizona,1993,12,41.9,0.29
Arizona,1994,1,43.2,0.23
Arizona,1994,2,43.3,1.24
Arizona,1994,3,52.9,1.24
Arizona,1994,4,58.2,0.61
Arizona,1994,5,65.2,0.59
Arizona,1994,6,79.2,0.23
Arizona,1994,7,81.3,0.94
Arizona,1994,8,81.3,1.62
Arizona,1994,9,73.7,1.4
Arizona,1994,10,59.6,0.92
Arizona,1994,11,45.5,1.33
Arizona,1994,12,43.2,2.1
Arizona,1995,1,42.1,2.43
Arizona,1995,2,50.9,1.47
Arizona,1995,3,51.3,1.52
Arizona,1995,4,54.9,0.63
Arizona,1995,5,61.7,0.43
Arizona,1995,6,72.1,0.13
Arizona,1995,7,80.3,0.6
Arizona,1995,8,81.4,1.98
Arizona,1995,9,74.6,1.3
Arizona,1995,10,63.1,0.08
Arizona,1995,11,55.0,0.58
Arizona,1995,12,44.7,0.29
Arizona,1996,1,44.2,0.2
Arizona,1996,2,50.1,1.08
Arizona,1996,3,51.9,0.37
Arizona,1996,4,59.9,0.06
Arizona,1996,5,69.6,0.09
Arizona,1996,6,78.0,0.26
Arizona,1996,7,82.3,1.7
Arizona,1996,8,80.2,1.39
Arizona,1996,9,70.3,1.86
Arizona,1996,10,60.8,0.75
Arizona,1996,11,51.0,0.79
Arizona,1996,12,44.2,0.19
Arizona,1997,1,42.0,1.89
Arizona,1997,2,44.7,0.91
Arizona,1997,3,55.0,0.11
Arizona,1997,4,56.2,0.76
Arizona,1997,5,70.5,0.37
Arizona,1997,6,73.8,0.25
Arizona,1997,7,79.4,0.82
Arizona,1997,8,79.1,2.26
Arizona,1997,9,75.0,2.18
Arizona,1997,10,60.2,0.7
Arizona,1997,11,51.0,0.59
Arizona,1997,12,39.4,1.87
Arizona,1998,1,43.8,0.55
Arizona,1998,2,42.0,3.06
Arizona,1998,3,49.0,1.9
Arizona,1998,4,52.7,0.63
Arizona,1998,5,63.0,0.26
Arizona,1998,6,71.8,0.07
Arizona,1998,7,81.2,2.35
Arizona,1998,8,80.4,1.6
Arizona,1998,9,73.6,1.44
Arizona,1998,10,60.5,1.26
Arizona,1998,11,50.6,0.93
Arizona,1998,12,42.7,0.39
Arizona,1999,1,45.4,0.14
Arizona,1999,2,48.0,0.36
Arizona,1999,3,53.0,0.19
Arizona,1999,4,53.2,1.37
Arizona,1999,5,65.3,0.17
Arizona,1999,6,74.5,0.36
Arizona,1999,7,78.3,3.39
Arizona,1999,8,77.8,2.55
Arizona,1999,9,72.6,1.8
Arizona,1999,10,64.2,0.0
Arizona,1999,11,55.1,0.0
Arizona,1999,12,42.0,0.04
Arizona,2000,1,45.8,0.28
Arizona,2000,2,48.4,0.59
Arizona,2000,3,50.5,1.73
Arizona,2000,4,61.9,0.11
Arizona,2000,5,71.2,0.02
Arizona,2000,6,77.8,0.73
Arizona,2000,7,81.5,0.53
Arizona,2000,8,79.4,2.45
Arizona,2000,9,74.9,0.19
Arizona,2000,10,60.2,3.54
Arizona,2000,11,43.8,0.84
Arizona,2000,12,44.7,0.12
Arizona,2001,1,40.3,1.7
Arizona,2001,2,44.2,1.0
Arizona,2001,3,51.8,1.04
Arizona,2001,4,57.5,0.97
Arizona,2001,5,70.8,0.37
Arizona,2001,6,77.5,0.24
Arizona,2001,7,79.8,1.5
Arizona,2001,8,79.1,2.04
Arizona,2001,9,75.6,0.39
Arizona,2001,10,64.7,0.43
Arizona,2001,11,52.9,0.29
Arizona,2001,12,40.2,0.82
Arizona,2002,1,42.3,0.19
Arizona,2002,2,46.2,0.1
Arizona,2002,3,49.8,0.22
Arizona,2002,4,62.0,0.18
Arizona,2002,5,67.0,0.01
Arizona,2002,6,78.8,0.01
Arizona,2002,7,82.3,1.31
Arizona,2002,8,79.8,0.87
Arizona,2002,9,73.6,1.88
Arizona,2002,10,60.0,0.7
Arizona,2002,11,51.3,0.64
Arizona,2002,12,41.0,0.86
Arizona,2003,1,48.8,0.32
Arizona,2003,2,45.5,2.44
Arizona,2003,3,50.6,1.07
Arizona,2003,4,55.6,0.29
Arizona,2003,5,68.3,0.1
Arizona,2003,6,76.3,0.05
Arizona,2003,7,83.8,1.25
Arizona,2003,8,80.0,1.8
Arizona,2003,9,74.8,1.09
Arizona,2003,10,67.3,0.41
Arizona,2003,11,48.8,1.15
Arizona,2003,12,43.0,0.54
Arizona,2004,1,42.8,0.71
Arizona,2004,2,42.1,1.07
Arizona,2004,3,58.1,0.75
Arizona,2004,4,57.9,1.32
Arizona,2004,5,68.4,0.01
Arizona,2004,6,75.9,0.09
Arizona,2004,7,80.1,1.14
Arizona,2004,8,77.7,1.48
Arizona,2004,9,71.8,1.58
Arizona,2004,10,60.0,1.95
Arizona,2004,11,47.3,1.76
Arizona,2004,12,42.8,1.66
Arizona,2005,1,45.1,2.83
Arizona,2005,2,46.2,3.35
Arizona,2005,3,49.9,0.86
Arizona,2005,4,57.2,0.7
Arizona,2005,5,67.9,0.22
Arizona,2005,6,74.4,0.21
Arizona,2005,7,82.7,1.05
Arizona,2005,8,77.5,2.43
Arizona,2005,9,73.4,0.42
Arizona,2005,10,62.8,0.92
Arizona,2005,11,52.6,0.06
Arizona,2005,12,43.9,0.04
Arizona,2006,1,44.1,0.13
Arizona,2006,2,47.8,0.04
Arizona,2006,3,48.3,1.41
Arizona,2006,4,59.0,0.24
Arizona,2006,5,70.0,0.05
Arizona,2006,6,79.5,0.34
Arizona,2006,7,82.3,2.49
Arizona,2006,8,77.9,2.02
Arizona,2006,9,69.8,1.42
Arizona,2006,10,60.2,1.18
Arizona,2006,11,52.8,0.07
Arizona,2006,12,41.8,0.37
Arizona,2007,1,39.0,0.79
Arizona,2007,2,46.7,0.56
Arizona,2007,3,54.5,0.83
Arizona,2007,4,59.3,0.24
Arizona,2007,5,68.4,0.3
Arizona,2007,6,77.3,0.12
Arizona,2007,7,82.0,2.27
Arizona,2007,8,80.5,1.87
Arizona,2007,9,73.7,0.98
Arizona,2007,10,62.4,0.15
Arizona,2007,11,55.3,0.6
Arizona,2007,12,39.9,2.28
Arizona,2008,1,39.8,1.99
Arizona,2008,2,45.0,1.19
Arizona,2008,3,51.8,0.07
Arizona,2008,4,58.0,0.02
Arizona,2008,5,63.6,0.65
Arizona,2008,6,77.3,0.15
Arizona,2008,7,80.4,2.25
Arizona,2008,8,79.3,2.31
Arizona,2008,9,73.6,0.62
Arizona,2008,10,62.9,0.28
Arizona,2008,11,53.3,0.89
Arizona,2008,12,42.4,1.89
Arizona,2009,1,45.2,0.52
Arizona,2009,2,46.6,1.02
Arizona,2009,3,52.5,0.17
Arizona,2009,4,57.0,0.29
Arizona,2009,5,70.8,0.74
Arizona,2009,6,73.0,0.34
Arizona,2009,7,82.8,1.09
Arizona,2009,8,79.7,0.66
Arizona,2009,9,74.1,0.69
